Apdx,Table,A1,A2,A3,A4,Ref1(formula),D,Ref2(formula),Reference,Mandatory,Table / Activity,Aspect1,Aspect2,Aspect3,Aspect4,Aspect5,Detail to specify if used/applicable,Mandatory,Included in Carp2012,% of studies that informed it,% of studies that informed it (structural),Format1,Format2,Format3,choices_level1,choices_level2,For meta-analysis,Notes
D,01,11,04,00,00,D01.11.04.00.00,01,D01.11.04.00.00.01,D01.10.04.00.00.01,,Preprocessing,Intersubject registration,target image,,,,"the specific name of template image; note the domain of the template if not whole brain, i.e. cortical surface only, cerebellum only, CIFTI ‘grayordinates’ (cortical surface vertices + subcortical gray matter voxels), etc.",Y,tgtvol,25,,string,,,,,,
D,01,11,00,00,00,D01.11.00.00.00,01,D01.11.00.00.00.01,D01.10.00.00.00.01,Y,Preprocessing,Intersubject registration,,,,,"Additional template transformation for reporting; e.g., if using a template in MNI space, but reporting coordinates in Talairach, clearly note and report method used (e.g., Brett’s mni2tal, Lancaster’s icbm_spm2tal)",Y,,,,string,,,,,y,standard space necessary to interpret coordinates
D,01,11,00,00,00,D01.11.00.00.00,02,D01.11.00.00.00.02,D01.10.00.00.00.02,Y,Preprocessing,Intersubject registration,,,,,"Choice of warp (rigid, nonlinear); if nonlinear, transformation type (e.g., B­-splines, stationary velocity field, momentum, non­parametric displacement field); if a parametric transformation is used, report resolution, e.g., 10x10x10 spline control points",Y,model,25,,nominal,string,,"Choice of warp (rigid, nonlinear); if nonlinear, transformation type (e.g., B­-splines, stationary velocity field, momentum, non­parametric displacement field); if a parametric transformation is used, report resolution, e.g., 10x10x10 spline control points",,,
D,01,11,00,00,00,D01.11.00.00.00,03,D01.11.00.00.00.03,D01.10.00.00.00.03,Y,Preprocessing,Intersubject registration,,,,,"Use of regularization, and the parameter(s) used to set degree of regularization",Y,,,,string,,,,,,
D,01,11,01,00,00,D01.11.01.00.00,01,D01.11.01.00.00.01,D01.10.00.00.00.04,Y,Preprocessing,Intersubject registration,interpolation method,,,,"if projection from volume to surface space, how were voxels sampled from the volume (e.g., trilinear; nearest neighbor; ribbon­-constrained specifying inner and outer surface used).",Y,interp,5,,nominal,,,"nearest neighbour, tri-linear, spline, other",,,
D,01,11,02,00,00,D01.11.02.00.00,01,D01.11.02.00.00.01,D01.10.00.00.00.05,Y,Preprocessing,Intersubject registration,cost function,,,,Image similarity metric,Y,sim,1.1,,nominal,,,"correlation ratio, mutual information, SSD, other",,,
D,01,11,00,00,00,D01.11.00.00.00,01,D01.11.00.00.00.01,D01.10.00.00.00.06,Y,Preprocessing,Intersubject registration,,,,,Use of cost­-function masking,Y,mask,0.5,,,,,,,,
D,01,12,00,00,00,D01.12.00.00.00,01,D01.12.00.00.00.01,D01.11.00.00.00.01,Y,Preprocessing,Intensity correction,,,,,"Bias field corrections for structural MRI, but also correction of odd versus even slice intensity differences attributable to interleaved EPI acquisition without gaps",Y,,,,,,,,,,
D,01,13,00,00,00,D01.13.00.00.00,01,D01.13.00.00.00.01,D01.12.00.00.00.01,N,Preprocessing,Intensity normalization,,,,,"Scan-by-scan or run-wide scaling of image intensities before statistical modelling. E.g. SPM scales each run such that the mean image will have mean intracerebral intensity of 100; FSL scales each run such that the mean image will have an intracerebral mode of 10,000",N,scale,25,,,,,,,,
D,01,14,01,00,00,D01.14.01.00.00,01,D01.14.01.00.00.01,D01.13.01.00.00.01,Y,Preprocessing,Artifact and structured noise removal,Physiological noise correction method,,,,"Name of software/method used (e.g. CompCor, ICA­FIX, ICA­AROMA, etc.)",Y,,,,string,,,"software, method",,,
D,01,14,02,01,00,D01.14.02.01.00,01,D01.14.02.01.00.01,D01.13.02.01.00.01,Y,Preprocessing,Artifact and structured noise removal,Nuisance regression,Motion parameters,,,Expansion basis and order (e.g. 1st temporal derivatives; Volterra kernel expansion),Y,,,,,,,,,,
D,01,14,02,02,00,D01.14.02.02.00,01,D01.14.02.02.00.01,D01.13.02.02.00.01,Y,Preprocessing,Artifact and structured noise removal,Nuisance regression,Tissue signals,,,"Tissue type (e.g., whole brain, gray matter, white matter, ventricles)",Y,,,,nominal,,,"whole brain, gray matter, white matter, ventricles",,,
D,01,14,02,02,00,D01.14.02.02.00,02,D01.14.02.02.00.02,D01.13.02.02.00.02,Y,Preprocessing,Artifact and structured noise removal,Nuisance regression,Tissue signals,,,"Tissue definition (e.g., a priori seed, automatic segmentation, spatial regression)",Y,,,,string,,,,,,
D,01,14,02,02,00,D01.14.02.02.00,03,D01.14.02.02.00.03,D01.13.02.02.00.03,Y,Preprocessing,Artifact and structured noise removal,Nuisance regression,Tissue signals,,,"Signal definition (e.g., mean of voxels, first singular vector, etc.)",Y,,,,string,,,,,,
D,01,14,02,03,00,D01.14.02.03.00,01,D01.14.02.03.00.01,D01.13.02.03.00.01,Y,Preprocessing,Artifact and structured noise removal,Nuisance regression,Physiological signals,,,"e.g., heart rate variability, respiration",Y,,,,string,,,,,,
D,01,14,02,03,00,D01.14.02.03.00,02,D01.14.02.03.00.02,D01.13.02.03.00.02,Y,Preprocessing,Artifact and structured noise removal,Nuisance regression,Physiological signals,,,"Modeling choices (e.g. RETROICOR, cardiac and/or respiratory response functions) and number of computed regressors",Y,,,,,,,,,,
D,01,15,00,00,00,D01.15.00.00.00,01,D01.15.00.00.00.01,D01.14.00.00.00.01,Y,Preprocessing,Volume censoring (a.k.a. “scrubbing” or “de-spiking”),,,,,Name of software/method,Y,,,,string,,,"sofware, method",,,
D,01,15,00,00,00,D01.15.00.00.00,02,D01.15.00.00.00.02,D01.14.00.00.00.02,Y,Preprocessing,Volume censoring (a.k.a. “scrubbing” or “de-spiking”),,,,,"Criteria (e.g., frame-by-frame displacement threshold, percentage BOLD change)",Y,,,,nominal,string?,,"frame-by-frame displacement threshold, percentage BOLD change, DVARS, mixed?...",,,
D,01,15,00,00,00,D01.15.00.00.00,03,D01.15.00.00.00.03,D01.14.00.00.00.03,Y,Preprocessing,Volume censoring (a.k.a. “scrubbing” or “de-spiking”),,,,,"Use of censoring or interpolation; if interpolation, method used (e.g., spline, spectral estimation)",Y,,,,,,,,,,
D,01,16,01,01,00,D01.16.01.01.00,01,D01.16.01.01.00.01,D01.15.01.01.00.01,Y,Preprocessing,Resting state fMRI feature,Summary measures,"ALFF, fALFF ",,,Lower and upper band pass frequencies,Y,,,,numeric,,,Lower and upper band pass frequencies,,,
D,01,16,01,02,00,D01.16.01.02.00,01,D01.16.01.02.00.01,D01.15.01.02.00.01,Y,Preprocessing,Resting state fMRI feature,Summary measures,ReHo,,,"Neighborhood size used to compute local similarity measures (e.g. 6, 18 or 26)",Y,,,,numeric,,,,,,
D,01,16,01,02,00,D01.16.01.02.00,02,D01.16.01.02.00.02,D01.15.01.02.00.02,Y,Preprocessing,Resting state fMRI feature,Summary measures,ReHo,,,Similarity measure (e.g. Kendall’s coefficient of concordance),Y,,,,string,,,,,,
D,01,17,00,00,00,D01.17.00.00.00,01,D01.17.00.00.00.01,D01.16.00.00.00.01,Y,Preprocessing,Spatial smoothing,,,,,Name of software/method,Y,,,,string,,,,,,
D,01,17,01,00,00,D01.17.01.00.00,01,D01.17.01.00.00.01,D01.16.00.00.00.02,Y,Preprocessing,Spatial smoothing,type of smoothing kernel,,,,,Y,kernel,97.6,,nominal,,,"gaussian, other",,,
D,01,17,02,00,00,D01.17.02.00.00,01,D01.17.02.00.00.01,D00.00.00.00.00.01,,Preprocessing,Spatial smoothing,size of smoothing kernel,,,,,Y,,,,numeric,,,,,,
D,01,17,00,00,00,D01.17.00.00.00,01,D01.17.00.00.00.01,D01.01.00.00.00.01,Y,Preprocessing,Spatial smoothing,,,,,"Filtering approach, e.g., fixed kernel or iterative smoothing until fixed FWHM",Y,,,,nominal,,,"fixed kernel, iterative smoothing until fixed FWHM",,,
D,01,17,00,00,00,D01.17.00.00.00,02,D01.17.00.00.00.02,D01.01.00.00.00.02,Y,Preprocessing,Spatial smoothing,,,,,"Space in which smoothing is performed (i.e. native volume, native surface, MNI volume, template surface)",Y,,,,nominal,,,"native volume, native surface, MNI volume, template surface,...",,,
D,01,18,00,00,00,D01.18.00.00.00,01,D01.18.00.00.00.01,D01.02.00.00.00.01,N,Preprocessing,Quality control reports,,,,,"Summaries of subject motion (e.g. mean frame-wise displacement), image variance (e.g. DVARS), and note of any other irregularities found (e.g. motion or poor SNR not sufficiently severe to warrant exclusion). Should be included with any publically shared data",N,,,,string,,,"Summaries of subject motion, image variance, and note of any other irregularities found.",,,
D,02,01,01,01,00,D02.01.01.01.00,01,D02.01.01.01.00.01,D02.01.01.01.00.01,Y,Statistical Modeling & Inference,Mass univariate analyses,Dependent variable,Data submitted to statistical modeling,,,"Report the number of time points, number of subjects; specify exclusions of time points / subjects, if not already specified in experimental design",Y,,,,string?,,," the number of time points, number of subjects; specify exclusions of time points / subjects, if not already specified in experimental design",,,
D,02,01,01,02,00,D02.01.01.02.00,01,D02.01.01.02.00.01,D02.01.01.02.00.01,Y,Statistical Modeling & Inference,Mass univariate analyses,Dependent variable,Spatial region modeled,,,"If not “Full brain”, give a specification of an anatomically or functionally defined mask",Y,,,,string,,,,,y,necessary for inclusion/exclusion criteria
D,02,01,02,01,01,D02.01.02.01.01,01,D02.01.02.01.01.01,D02.01.02.01.01.01,Y,Statistical Modeling & Inference,Mass univariate analyses,Independent variables,First level fMRI,Event-related design predictors,,"Modeled duration, if other than zero",Y,,,,numeric,,,,,,
D,02,01,02,01,01,D02.01.02.01.01,02,D02.01.02.01.01.02,D02.01.02.01.01.02,Y,Statistical Modeling & Inference,Mass univariate analyses,Independent variables,First level fMRI,Event-related design predictors,,Parametric modulation,Y,,,,,,,,,,
D,02,01,02,01,02,D02.01.02.01.02,01,D02.01.02.01.02.01,D02.01.02.01.02.01,Y,Statistical Modeling & Inference,Mass univariate analyses,Independent variables,First level fMRI,Block design predictors,,Note whether baseline was explicitly modelled,Y,,,,string,,,,,,
D,02,01,02,01,03,D02.01.02.01.03,01,D02.01.02.01.03.01,D02.01.02.01.03.01,Y,Statistical Modeling & Inference,Mass univariate analyses,Independent variables,First level fMRI,Hemodynamic response function basis set,,,Y,basis,75,,nominal,,,"Canonical, Canonical plus temporal derivative, Canonical plus temporal and dispersion derivative, smooth basis (e.g. SPM “informed” or Fourier basis; FSL’s FLOBS), Finite Impulse Response model, other",,,
D,02,01,02,01,04,D02.01.02.01.04,01,D02.01.02.01.04.01,D02.01.02.01.00.01,Y,Statistical Modeling & Inference,Mass univariate analyses,Independent variables,First level fMRI,high-pass filter: type,,e.g. DCT basis in SPM,Y,filttype,97.5,,string,,,"SPM: DCT basis, FSL: ???, AFNI: ???, other",,,
D,02,01,02,01,05,D02.01.02.01.05,01,D02.01.02.01.05.01,D02.01.02.01.00.01,,Statistical Modeling & Inference,Mass univariate analyses,Independent variables,First level fMRI,high-pass filter: cutoff,,in seconds,,,,,numeric,,,,,,
D,02,01,02,01,06,D02.01.02.01.06,01,D02.01.02.01.06.01,D02.01.02.01.00.02,Y,Statistical Modeling & Inference,Mass univariate analyses,Independent variables,First level fMRI,movement regressors included,,,Y,regress,35,,nominal,,,"None, 6 regressors, 6 regressors + 6 temporal derivatices, Framewise displacement, other",,,
D,02,01,02,01,07,D02.01.02.01.07,01,D02.01.02.01.07.01,D02.01.02.01.00.03,Y,Statistical Modeling & Inference,Mass univariate analyses,Independent variables,First level fMRI,other nuisance regressors,,"Any other nuisance regressors, and whether they were entered as interactions (e.g. with a task effect in 1st level fMRI, or with group effect)",Y,regress,35,,"nominal, multiple",,,"GM, WM, CSF, global, other",,,
D,02,01,02,01,00,D02.01.02.01.00,01,D02.01.02.01.00.01,D02.01.02.01.00.04,Y,Statistical Modeling & Inference,Mass univariate analyses,Independent variables,First level fMRI,,,"Any orthogonalization of regressors, and set of other regressors used to orthogonalize against",Y,orth,0.84,,,,,,,,
D,02,01,02,02,00,D02.01.02.02.00,01,D02.01.02.02.00.01,D02.01.02.02.00.01,Y,Statistical Modeling & Inference,Mass univariate analyses,Independent variables,Second level or general group model fMRI,,,Group effects (patients vs. controls),Y,,,,,,,,,y,necessary to run coordinate based meta-analysis
D,02,01,02,02,00,D02.01.02.02.00,02,D02.01.02.02.00.02,D02.01.02.02.00.02,Y,Statistical Modeling & Inference,Mass univariate analyses,Independent variables,Second level or general group model fMRI,,,Clearly state whether or not covariates are split by group (i.e. fit as a group-­by-­covariate interaction),Y,,,,,,,,,,
D,02,01,02,02,00,D02.01.02.02.00,03,D02.01.02.02.00.03,D02.01.02.02.00.03,Y,Statistical Modeling & Inference,Mass univariate analyses,Independent variables,Second level or general group model fMRI,,,"Other between subject effects (age, sex; for VBM, total GM or ICV)",Y,,,,string,,,,,,
D,02,01,02,02,01,D02.01.02.02.01,01,D02.01.02.02.01.01,D02.01.02.02.01.01,Y,Statistical Modeling & Inference,Mass univariate analyses,Independent variables,Second level or general group model fMRI,For group model with repeated measures,,"How condition effects are modeled (e.g. as factors, or as linear trends)",Y,,,,string,,,,,y,necessary for inclusion/exclusion criteria
D,02,01,02,02,01,D02.01.02.02.01,02,D02.01.02.02.01.02,D02.01.02.02.01.02,Y,Statistical Modeling & Inference,Mass univariate analyses,Independent variables,Second level or general group model fMRI,For group model with repeated measures,,"Whether subject effects are modeled (i.e. as regressors, as opposed to with a covariance structure)",Y,,,,,,,,,,
D,02,01,03,01,00,D02.01.03.01.00,01,D02.01.03.01.00.01,D02.01.03.01.00.01,Y,Statistical Modeling & Inference,Mass univariate analyses,Model type,Model name,,,"“Mass Univariate”, “Multivariate” (e.g. ICA on whole brain data), “Mass Multivariate” (e.g. MANOVA on diffusion or morphometry tensor data), “Local Multivariate” (e.g. “searchlight”), “Multivariate, inter-subjective predictive” (e.g. classify individual trials in event­ related fMRI), “Multivariate inter-subject predictive” (e.g. classify subjects as patient vs. control), “Representational Similarity Analysis”",Y,,,,nominal,,,"Mass Univariate, Multivariate, Mass Multivariate, Local Multivariate, Multivariate, inter-subjective predictive, Multivariate inter-subject predictive, Representational Similarity Analysis",,,
D,02,01,04,01,00,D02.01.04.01.00,01,D02.01.04.01.00.01,D02.01.04.01.00.01,Y,Statistical Modeling & Inference,Mass univariate analyses,Model settings,First level fMRI,,,"Drift model, if not already specified as a dependent variable (e.g. locally linear detrending of data & regressors, as in FSL)",Y,,,,,,,,,,
D,02,01,04,01,01,D02.01.04.01.01,01,D02.01.04.01.01.01,D02.01.04.01.00.02,Y,Statistical Modeling & Inference,Mass univariate analyses,Model settings,First level fMRI,Autocorrelation model,,,Y,acfmethod,92.1,,nominal,,,"SPM: global approximate AR(1), SPM: FAST, FSL: locally regularized autocorrelation function, AFNI: ARMA, other",,,
D,02,01,04,02,01,D02.01.04.02.01,01,D02.01.04.02.01.01,D02.01.04.02.01.01,Y,Statistical Modeling & Inference,Mass univariate analyses,Model settings,Second level fMRI,Model type,,,Y,grpmod,70,,nominal,,,"fixed effect, random effect, mixed effect",,,
D,02,01,04,02,02,D02.01.04.02.02,01,D02.01.04.02.02.01,D02.01.04.02.02.01,Y,Statistical Modeling & Inference,Mass univariate analyses,Model settings,Second level fMRI,Random or mixed effects,,"Ordinary least squares (OLS, aka unweighted summary statistics approach; SPM default, FSL FEAT’s “Simple OLS”)",Y,,,,,,,,,,
D,02,01,04,02,02,D02.01.04.02.02,02,D02.01.04.02.02.02,D02.01.04.02.02.02,Y,Statistical Modeling & Inference,Mass univariate analyses,Model settings,Second level fMRI,Random or mixed effects,,"Weighted least squares (i.e. FSL FEAT’s “FLAME 1”), using voxel­wise estimate of between subject variance",Y,,,,,,,,,,
D,02,01,04,02,02,D02.01.04.02.02,03,D02.01.04.02.02.03,D02.01.04.02.02.03,Y,Statistical Modeling & Inference,Mass univariate analyses,Model settings,Second level fMRI,Random or mixed effects,,Global weighted least squares (i.e. SPM’s MFX),Y,,,,,,,,,,
D,02,01,04,02,03,D02.01.04.02.03,01,D02.01.04.02.03.01,D02.01.04.02.03.01,Y,Statistical Modeling & Inference,Mass univariate analyses,Model settings,Second level fMRI,Group model variance structures,,"If un­equal variance between groups (and if globally pooled, as in SPM)",Y,eqvar,1.9,,,,,,,,
D,02,01,04,02,03,D02.01.04.02.03,02,D02.01.04.02.03.02,D02.01.04.02.03.02,Y,Statistical Modeling & Inference,Mass univariate analyses,Model settings,Second level fMRI,Group model variance structures,,"If repeated measures, the specific covariance structure assumed (e.g. compound symmetric, or arbitrary; if globally pooled) ",Y,grpsph,25,,,,,,,,
D,02,01,04,03,00,D02.01.04.03.00,01,D02.01.04.03.00.01,D02.01.04.03.00.01,Y,Statistical Modeling & Inference,Mass univariate analyses,Model settings,Local-multivariate,,,The number of voxels in the local model,Y,,,,numeric,,,,,,
D,02,01,04,03,00,D02.01.04.03.00,02,D02.01.04.03.00.02,D02.01.04.03.00.02,Y,Statistical Modeling & Inference,Mass univariate analyses,Model settings,Local-multivariate,,,Local model used (e.g. Canonical Correlation Analysis) with any constraints (e.g. positive weights only),Y,,,,string,,,,,,
D,02,01,05,01,00,D02.01.05.01.00,01,D02.01.05.01.00.01,D02.01.05.01.00.01,Y,Statistical Modeling & Inference,Mass univariate analyses,Inference,Contrast/effect,,,"Specification of the precise effect tested, often as a linear contrast of parameters in a model. When possible, define these in terms of the task or stimulus conditions instead of psychological concepts (See Task Specification in Experimental Design Reporting)",Y,,,,string,,,,,,
D,02,01,05,01,00,D02.01.05.01.00,02,D02.01.05.01.00.02,D02.01.05.01.00.02,Y,Statistical Modeling & Inference,Mass univariate analyses,Inference,Contrast/effect,,,"Provide tables/figures on main effects (e.g. in supplement), not just differences or interactions. For example, an inference on a difference of two fMRI conditions, A­B, doesn’t indicate if both A & B induced positive changes; likewise, to fully interpret an interaction requires knowledge of the main effects",Y,,,,,,,,,,
D,02,01,05,01,00,D02.01.05.01.00,03,D02.01.05.01.00.03,D02.01.05.01.00.03,Y,Statistical Modeling & Inference,Mass univariate analyses,Inference,Contrast/effect,,,Indicate any use of any omnibus ANOVA tests,Y,,,,string,,,,,,
D,02,01,05,01,00,D02.01.05.01.00,04,D02.01.05.01.00.04,D02.01.05.01.00.04,Y,Statistical Modeling & Inference,Mass univariate analyses,Inference,Contrast/effect,,,"All contrasts explored as part of the research should be fully described in the methods section, whether or not they are considered in the results",Y,,,,string,,,,,,
D,02,01,05,01,00,D02.01.05.01.00,05,D02.01.05.01.00.05,D02.01.05.01.00.05,Y,Statistical Modeling & Inference,Mass univariate analyses,Inference,Contrast/effect,,,"If performing a two-sided test via two one-sided tests, double the one-sided p­values to convert them into two-sided p­values. For example, if looking at both a contrast [­1 1] and [1 ­1] together, each with cluster­-forming threshold p=0.001, double the FWE cluster p­-values from each contrast to obtain two-sided inferences",Y,,,,,,,,,,
D,02,01,05,02,01,D02.01.05.02.01,01,D02.01.05.02.01.01,D02.01.05.02.00.01,Y,Statistical Modeling & Inference,Mass univariate analyses,Inference,Search region,Type,,carefully describe any small volume correction used for each contrast,Y,searchreg,45,,nominal,,,"whole brain, small volume correction, ROI analysis, other",,,
D,02,01,05,02,02,D02.01.05.02.02,01,D02.01.05.02.02.01,D02.01.05.02.00.02,Y,Statistical Modeling & Inference,Mass univariate analyses,Inference,Search region,Source of anatomical ROI,,"If a small-volume correction mask is defined anatomically, provide named anatomical regions from a publicly available ROI atlas",Y,roisrc,90.4,,string,,,,,,
D,02,01,05,02,03,D02.01.05.02.03,01,D02.01.05.02.03.01,D02.01.05.02.00.03,Y,Statistical Modeling & Inference,Mass univariate analyses,Inference,Search region,Source of functional ROI,,"If small-volume correction mask is functionally defined, clearly describe the functional task and identify any risk of circularity",Y,roimod,86.2,,string,,,,,,
D,02,01,05,02,00,D02.01.05.02.00,01,D02.01.05.02.00.01,D02.01.05.02.00.04,Y,Statistical Modeling & Inference,Mass univariate analyses,Inference,Search region,,,"All small-volume corrections should be fully described in the methods section, not just mentioned in passing in the results",Y,,,,string,,,,,,
D,02,01,05,03,00,D02.01.05.03.00,01,D02.01.05.03.00.01,D02.01.05.03.00.01,Y,Statistical Modeling & Inference,Mass univariate analyses,Inference,Statistic type,,,,Y,,,,nominal,,,"voxel­wise, cluster-wise",,,
D,02,01,05,03,01,D02.01.05.03.01,01,D02.01.05.03.01.01,D02.01.05.03.01.01,Y,Statistical Modeling & Inference,Mass univariate analyses,Inference,Statistic type,Cluster-wise,Cluster size,,Y,ext,50,,numeric,,,,,,
D,02,01,05,03,01,D02.01.05.03.01,02,D02.01.05.03.01.02,D02.01.05.03.01.02,Y,Statistical Modeling & Inference,Mass univariate analyses,Inference,Statistic type,Cluster-wise,Cluster mass,,Y,,,,numeric,,,,,,
D,02,01,05,03,01,D02.01.05.03.01,03,D02.01.05.03.01.03,D02.01.05.03.01.03,Y,Statistical Modeling & Inference,Mass univariate analyses,Inference,Statistic type,Cluster-wise,Threshold-free Cluster Enhancement (TFCE),,Y,,,,boolean,,,Was threshold-free Cluster Enhancement (TFCE) used?,,,
D,02,01,05,03,01,D02.01.05.03.01,04,D02.01.05.03.01.04,D02.01.05.03.01.04,Y,Statistical Modeling & Inference,Mass univariate analyses,Inference,Statistic type,Cluster-wise,Cluster-forming threshold,,Y,height,78.3,,numeric,,,,,,
D,02,01,05,03,01,D02.01.05.03.01,05,D02.01.05.03.01.05,D02.01.05.03.01.05,Y,Statistical Modeling & Inference,Mass univariate analyses,Inference,Statistic type,Cluster-wise,"Neighborhood size used to form clusters (e.g. 6, 18 or 26)",,Y,,,,numeric,,,,,,
D,02,01,05,03,02,D02.01.05.03.02,01,D02.01.05.03.02.01,D02.01.05.03.02.01,Y,Statistical Modeling & Inference,Mass univariate analyses,Inference,Statistic type,TFCE,Use of non-default TFCE parameters,,Y,,,,string,,,,,,
D,02,01,05,04,01,D02.01.05.04.01,01,D02.01.05.04.01.01,D02.01.05.04.00.01,Y,Statistical Modeling & Inference,Mass univariate analyses,Inference,P ­value computation,"Report if anything but standard parametric inference used to obtain (uncorrected) P­values. If nonparametric method was used, report method (e.g. permutation or bootstrap) and number of permutations/samples used",,,Y,pcor,,,string,,,,,y,
D,02,01,05,05,00,D02.01.05.05.00,01,D02.01.05.05.00.01,D02.01.05.05.00.01,Y,Statistical Modeling & Inference,Mass univariate analyses,Inference,Multiple testing correction method,,,,Y,method,90.2,,nominal,,,"Familywise Error: Random Field Theory; Familywise Error: Permutation; Familywise Error: Monte Carlo; Familywise Error: Bonferroni, False Discovery Rate: Benjamini & Hochberg, False Discovery Rate: Positive FDR, False Discovery Rate: Local FDR, False Discovery Rate: Cluster-level FDR, None/Uncorrected, other",,y,important for subanalisis (i.e. cona & scarpazza 2019)
D,02,01,05,06,01,D02.01.05.06.01,01,D02.01.05.06.01.01,D02.01.05.05.01.01,Y,Statistical Modeling & Inference,Mass univariate analyses,Inference,Multiple testing correction ,Permutation or Monte Carlo,,"If permutation or Monte Carlo, report the number of permutations/samples. If Monte Carlo, note the brain mask and smoothness used, and how smoothness was estimated",Y,,,,"numeric,string",,,,,,
D,02,02,01,00,00,D02.02.01.00.00,01,D02.02.01.00.00.01,D02.02.01.00.00.01,Y,Statistical Modeling & Inference,Functional connectivity,Confound adjustment & filtering,,,,"Method for detecting movement artifacts, movement-related variation, and remediation (e.g. ‘scrubbing’, ‘de-spiking’, etc.)",Y,,,,string,,,"method for detecting movement artifacts, movement-related variation, and remediation",,,
D,02,02,01,00,00,D02.02.01.00.00,02,D02.02.01.00.00.02,D02.02.01.00.00.02,Y,Statistical Modeling & Inference,Functional connectivity,Confound adjustment & filtering,,,,"Use of global signal regression, exact type of global signal used and how it was computed",Y,,,,,,,,,,
D,02,02,01,00,00,D02.02.01.00.00,03,D02.02.01.00.00.03,D02.02.01.00.00.03,Y,Statistical Modeling & Inference,Functional connectivity,Confound adjustment & filtering,,,,"Whether a high­ or low-pass temporal filtering is applied to data, and at which point in the analysis pipeline. Note, any temporal regression model using filtered data should have it’s regressors likewise filtered",Y,,,,boolean,string,,Was high­ or low-pass temporal filtering applied to data?,Define at which point in the analysis pipeline. ,,
D,02,02,02,00,00,D02.02.02.00.00,01,D02.02.02.00.00.01,D02.02.02.00.00.01,Y,Statistical Modeling & Inference,Functional connectivity,Independent Component Analysis,,,,Algorithm to estimate components,Y,,,,string,,,,,,
D,02,02,02,00,00,D02.02.02.00.00,02,D02.02.02.00.00.02,D02.02.02.00.00.02,Y,Statistical Modeling & Inference,Functional connectivity,Independent Component Analysis,,,,"Number of components (if fixed), or algorithm for estimating number of components",Y,,,,"numeric, string",,,,,,
D,02,02,02,00,00,D02.02.02.00.00,03,D02.02.02.00.00.03,D02.02.02.00.00.03,Y,Statistical Modeling & Inference,Functional connectivity,Independent Component Analysis,,,,"If used, method to sbooleanthesize multiple runs",Y,,,,string,,,,,,
D,02,02,02,00,00,D02.02.02.00.00,04,D02.02.02.00.00.04,D02.02.02.00.00.04,Y,Statistical Modeling & Inference,Functional connectivity,Independent Component Analysis,,,,"Sorting method of IC’s, if any",Y,,,,string,,,,,,
D,02,02,02,00,00,D02.02.02.00.00,05,D02.02.02.00.00.05,D02.02.02.00.00.05,Y,Statistical Modeling & Inference,Functional connectivity,Independent Component Analysis,,,,Detailed description of how components were chosen for further analysis,Y,,,,string,,,,,,
D,02,02,03,01,00,D02.02.03.01.00,01,D02.02.03.01.00.01,D02.02.03.01.00.01,Y,Statistical Modeling & Inference,Functional connectivity,Dependent variable definition,Seed-based analyses,,,Definition of the seed region(s),Y,,,,string,,,,,,
D,02,02,03,01,00,D02.02.03.01.00,02,D02.02.03.01.00.02,D02.02.03.01.00.02,Y,Statistical Modeling & Inference,Functional connectivity,Dependent variable definition,Seed-based analyses,,,Rationale for choosing these regions,Y,,,,string,,,,,,
D,02,02,03,02,00,D02.02.03.02.00,01,D02.02.03.02.00.01,D02.02.03.02.00.01,Y,Statistical Modeling & Inference,Functional connectivity,Dependent variable definition,Region-based analyses,,,Number of ROIs,Y,,,,numeric,,,,,,
D,02,02,03,02,00,D02.02.03.02.00,02,D02.02.03.02.00.02,D02.02.03.02.00.02,Y,Statistical Modeling & Inference,Functional connectivity,Dependent variable definition,Region-based analyses,,,How the ROI’s are defined (e.g. citable anatomical atlas; auxiliary fMRI experiments); note if ROIs overlap,Y,,,,string,,,,,,
D,02,02,03,02,00,D02.02.03.02.00,03,D02.02.03.02.00.03,D02.02.03.02.00.03,Y,Statistical Modeling & Inference,Functional connectivity,Dependent variable definition,Region-based analyses,,,"Assignment of signals to regions (i.e. how a time series is obtained from each region, e.g. averaging or first singular vector)",Y,,,,string,,,,,,
D,02,02,03,02,00,D02.02.03.02.00,04,D02.02.03.02.00.04,D02.02.03.02.00.04,Y,Statistical Modeling & Inference,Functional connectivity,Dependent variable definition,Region-based analyses,,,Note if considering only bilateral (L+R) merged regions,Y,,,,,,,,,,
D,02,02,03,02,00,D02.02.03.02.00,05,D02.02.03.02.00.05,D02.02.03.02.00.05,Y,Statistical Modeling & Inference,Functional connectivity,Dependent variable definition,Region-based analyses,,,Note if considering only inter-hemispheric homotopic connectivity,Y,,,,,,,,,,
D,02,02,04,00,00,D02.02.04.00.00,01,D02.02.04.00.00.01,D02.02.04.00.00.01,Y,Statistical Modeling & Inference,Functional connectivity,Functional connectivity measure/model,,,,"Measure of dependence used, e.g. Pearson’s (full) correlation, partial correlation, mutual information",Y,,,,nominal,,,"Pearson’s (full) correlation, partial correlation, mutual information, ...",,,
D,02,02,04,00,00,D02.02.04.00.00,02,D02.02.04.00.00.02,D02.02.04.00.00.02,Y,Statistical Modeling & Inference,Functional connectivity,Functional connectivity measure/model,,,,"Use of Fisher’s Z-transform (Yes/No) and, if standardised, effective N is used to compute standard error (to account for any filtering operations on the data)",Y,,,,boolean,boolean,,Use of Fisher’s Z-transform,"if standardised, effective N is used to compute standard error (to account for any filtering operations on the data)",,
